Created as New Dataset,Sample 002 By Administrator Date Monday, October 13 2025
cm-1,%T
2783.00,101.54
2782.00,101.54
2781.00,101.53
2780.00,101.53
2779.00,101.53
2778.00,101.53
2777.00,101.53
2776.00,101.54
2775.00,101.54
2774.00,101.54
2773.00,101.55
2772.00,101.55
2771.00,101.55
2770.00,101.54
2769.00,101.54
2768.00,101.53
2767.00,101.53
2766.00,101.53
2765.00,101.53
2764.00,101.54
2763.00,101.54
2762.00,101.53
2761.00,101.53
2760.00,101.52
2759.00,101.51
2758.00,101.51
2757.00,101.51
2756.00,101.52
2755.00,101.52
2754.00,101.53
2753.00,101.53
2752.00,101.53
2751.00,101.53
2750.00,101.53
2749.00,101.53
2748.00,101.54
2747.00,101.54
2746.00,101.54
2745.00,101.54
2744.00,101.53
2743.00,101.52
2742.00,101.52
2741.00,101.52
2740.00,101.53
2739.00,101.53
2738.00,101.53
2737.00,101.53
2736.00,101.53
2735.00,101.53
2734.00,101.54
2733.00,101.54
2732.00,101.54
2731.00,101.54
2730.00,101.54
2729.00,101.54
2728.00,101.54
2727.00,101.53
2726.00,101.53
2725.00,101.53
2724.00,101.53
2723.00,101.53
2722.00,101.53
2721.00,101.53
2720.00,101.53
2719.00,101.53
2718.00,101.52
2717.00,101.53
2716.00,101.53
2715.00,101.53
2714.00,101.54
2713.00,101.54
2712.00,101.54
2711.00,101.53
2710.00,101.53
2709.00,101.52
2708.00,101.52
2707.00,101.52
2706.00,101.52
2705.00,101.52
2704.00,101.52
2703.00,101.52
2702.00,101.53
2701.00,101.53
2700.00,101.53
2699.00,101.52
2698.00,101.52
2697.00,101.52
2696.00,101.52
2695.00,101.52
2694.00,101.52
2693.00,101.52
2692.00,101.52
2691.00,101.52
2690.00,101.52
2689.00,101.53
2688.00,101.53
2687.00,101.53
2686.00,101.53
2685.00,101.53
2684.00,101.54
2683.00,101.54
2682.00,101.54
2681.00,101.55
2680.00,101.55
2679.00,101.54
2678.00,101.54
2677.00,101.53
2676.00,101.53
2675.00,101.53
2674.00,101.52
2673.00,101.52
2672.00,101.52
2671.00,101.51
2670.00,101.51
2669.00,101.51
2668.00,101.52
2667.00,101.51
2666.00,101.51
2665.00,101.52
2664.00,101.52
2663.00,101.52
2662.00,101.53
2661.00,101.53
2660.00,101.53
2659.00,101.53
2658.00,101.53
2657.00,101.53
2656.00,101.52
2655.00,101.51
2654.00,101.51
2653.00,101.51
2652.00,101.51
2651.00,101.50
2650.00,101.51
2649.00,101.52
2648.00,101.52
2647.00,101.52
2646.00,101.52
2645.00,101.52
2644.00,101.53
2643.00,101.52
2642.00,101.52
2641.00,101.52
2640.00,101.52
2639.00,101.52
2638.00,101.52
2637.00,101.52
2636.00,101.52
2635.00,101.52
2634.00,101.52
2633.00,101.51
2632.00,101.51
2631.00,101.51
2630.00,101.50
2629.00,101.51
2628.00,101.51
2627.00,101.51
2626.00,101.51
2625.00,101.52
2624.00,101.51
2623.00,101.50
2622.00,101.50
2621.00,101.50
2620.00,101.51
2619.00,101.51
2618.00,101.51
2617.00,101.51
2616.00,101.51
2615.00,101.51
2614.00,101.52
2613.00,101.52
2612.00,101.52
2611.00,101.51
2610.00,101.51
2609.00,101.50
2608.00,101.50
2607.00,101.50
2606.00,101.51
2605.00,101.51
2604.00,101.51
2603.00,101.50
2602.00,101.50
2601.00,101.50
2600.00,101.50
2599.00,101.49
2598.00,101.49
2597.00,101.50
2596.00,101.51
2595.00,101.51
2594.00,101.51
2593.00,101.51
2592.00,101.51
2591.00,101.50
2590.00,101.50
2589.00,101.51
2588.00,101.51
2587.00,101.50
2586.00,101.50
2585.00,101.50
2584.00,101.51
2583.00,101.51
2582.00,101.51
2581.00,101.52
2580.00,101.52
2579.00,101.51
2578.00,101.51
2577.00,101.52
2576.00,101.52
2575.00,101.52
2574.00,101.51
2573.00,101.51
2572.00,101.51
2571.00,101.50
2570.00,101.51
2569.00,101.51
2568.00,101.52
2567.00,101.52
2566.00,101.51
2565.00,101.51
2564.00,101.51
2563.00,101.50
2562.00,101.50
