wavelength,intensity
458.8968228,240.0731128
459.0888438,293.3696266
459.2808648,261.0858513
459.4728858,235.8363828
459.6649068,280.6791646
459.8569278,287.100852
460.0489488,290.1041376
460.2409697,273.4713273
460.4329907,295.3574782
460.6250117,333.3798338
460.8170327,343.393108
461.0090537,349.1413713
461.2010747,323.7370709
461.3930957,313.4148107
461.5851167,355.9552063
461.7771376,389.4416891
461.9691586,435.6223531
462.1611796,503.7486747
462.3532006,560.4481274
462.5452216,676.2377202
462.7372426,715.3612868
462.9292636,645.2636418
463.1212845,656.4027219
463.3133055,708.8489189
463.5053265,656.0665257
463.6973475,657.8840818
463.8893685,705.6439805
464.0813895,712.7761596
464.2734105,667.8009145
464.4654315,699.8586499
464.6574524,771.418436
464.8494734,852.1618689
465.0414944,822.4907982
465.2335154,764.8155549
465.4255364,811.6922234
465.6175574,744.4317323
465.8095784,757.2636658
466.0015993,726.0208809
466.1936203,601.7565203
466.3856413,677.9998835
466.5776623,716.1776613
466.7696833,692.8132826
466.9617043,652.0711848
467.1537253,649.8893892
467.3457463,689.4938123
467.5377672,647.0984055
467.7297882,661.2301239
467.9218092,681.723078
468.1138302,673.6601408
468.3058512,607.7364008
468.4978722,669.9846178
468.6898932,708.5815605
468.8819141,721.3815435
469.0739351,753.3194822
469.2659561,739.400103
469.4579771,739.0749205
469.6499981,703.8819828
469.8420191,721.7033991
470.0340401,653.4396022
470.2260611,630.3206935
470.418082,632.9447299
470.610103,634.5612522
470.802124,610.1525879
470.994145,556.3449395
471.186166,485.7604761
471.378187,407.6693654
471.570208,461.4449182
471.7622289,403.3533781
471.9542499,305.5270444
472.1462709,308.2023801
472.3382919,297.7628663
472.5303129,259.3301509
472.7223339,282.1600758
472.9143549,348.0221214
473.1063759,342.5212035
473.2983968,314.287563
473.4904178,268.5406269
473.6824388,224.9819699
473.8744598,190.8361249
474.0664808,187.6000724
474.2585018,236.1466246
474.4505228,222.5958088
474.6425437,171.0973883
474.8345647,178.5827464
475.0265857,262.3068136
475.2186067,343.0194633
475.4106277,262.9065288
475.6026487,346.7903109
475.7946697,375.2435349
475.9866907,335.1433687
476.1787116,356.4536275
476.3707326,387.049481
476.5627536,397.8443158
476.7547746,408.9492167
476.9467956,408.5023359
477.1388166,360.8616642
477.3308376,355.5837555
477.5228585,344.860442
477.7148795,388.3233385
477.9069005,410.8329699
478.0989215,427.7907421
478.2909425,370.7093214
478.4829635,340.0779394
478.6749845,380.7271356
478.8670055,420.6116986
479.0590264,425.6055909
479.2510474,443.4497619
479.4430684,423.7321712
479.6350894,414.8635776
479.8271104,442.6133792
480.0191314,477.5448365
480.2111524,519.0147034
480.4031733,499.4642786
480.5951943,474.4080918
480.7872153,506.7511499
480.9792363,532.204011
481.1712573,494.5427651
481.3632783,510.3389962
481.5552993,508.7440103
481.7473203,437.0682652
481.9393412,467.2321151
482.1313622,514.1461211
482.3233832,494.6851583
482.5154042,517.5308461
482.7074252,563.4850067
482.8994462,523.4252492
483.0914672,466.2963892
483.2834881,420.1739433
483.4755091,505.2784538
483.6675301,515.4776288
483.8595511,505.7362358
484.0515721,504.1541809
484.2435931,449.8890727
484.4356141,428.1719312
484.6276351,434.9342183
484.819656,426.2270494
485.011677,415.8225217
485.203698,383.9155432
485.395719,348.4383332
485.58774,424.1205128
485.779761,360.4096336
485.971782,319.1888286
486.1638029,377.6337725
486.3558239,379.6470135
486.5478449,313.8259073
486.7398659,284.5968804
486.9318869,329.8151474
487.1239079,370.3796389
487.3159289,349.1485403
487.5079499,323.0584309
487.6999708,389.4716287
487.8919918,439.0695934
488.0840128,454.7682192
488.2760338,489.2897535
488.4680548,524.2383251
488.6600758,519.1327729
488.8520968,486.1250901
489.0441177,489.600973
489.2361387,535.9748604
489.4281597,474.6178721
489.6201807,404.9876477
489.8122017,468.6573948
490.0042227,426.0772491
490.1962437,432.4076563
490.3882646,458.7813088
490.5802856,441.4572423
490.7723066,446.2596438
490.9643276,488.0211379
491.1563486,465.6214888
491.3483696,399.7823383
491.5403906,427.7962354
491.7324116,459.8247102
491.9244325,540.7672086
492.1164535,482.5281206
492.3084745,428.1753021
492.5004955,453.2208384
492.6925165,462.4031131
492.8845375,467.7055652
493.0765585,454.4343967
493.2685794,382.4601376
493.4606004,435.1142082
493.6526214,431.1704519
493.8446424,426.2586598
494.0366634,462.3958718
494.2286844,428.3078185
494.4207054,444.6880205
494.6127264,462.7827742
494.8047473,498.5389844
494.9967683,517.4784625
495.1887893,470.069347
495.3808103,406.9738203
495.5728313,407.8424652
495.7648523,403.4955188
495.9568733,331.7630907
496.1488942,282.6629997
496.3409152,308.6403661
496.5329362,263.4024815
496.7249572,189.1718827
496.9169782,180.1701837
497.1089992,195.0420095
497.3010202,195.7886496
497.4930412,184.0291082
497.6850621,102.1807602
497.8770831,201.6664839
498.0691041,158.3917428
498.2611251,140.5967887
498.4531461,126.995147
498.6451671,198.181568
498.8371881,210.6551926
499.029209,112.4627536
499.22123,114.8432962
499.413251,223.8752857
499.605272,236.8668574
499.797293,224.520635
499.989314,151.9201304
500.181335,170.4582667
500.373356,178.4488267
500.5653769,120.185334
500.7573979,167.7100236
500.9494189,178.9813136
501.1414399,172.0091844
501.3334609,174.1626457
501.5254819,166.5182354
501.7175029,143.613449
501.9095238,156.7155748
502.1015448,243.0992172
502.2935658,98.52921864
502.4855868,224.8835739
502.6776078,233.1430894
502.8696288,247.4812154
503.0616498,243.3879236
503.2536708,151.2099713
503.4456917,143.0978351
503.6377127,133.0875418
503.8297337,58.88751408
504.0217547,111.7351732
504.2137757,143.7327935
504.4057967,148.5863382
504.5978177,133.7239388
504.7898386,139.0844637
504.9818596,102.5622816
505.1738806,188.9596344
505.3659016,131.2309371
505.5579226,121.1388737
505.7499436,152.9923451
505.9419646,166.1604767
506.1339856,187.7403219
506.3260065,129.8967407
506.5180275,138.4056531
506.7100485,152.8808135
506.9020695,122.0216093
507.0940905,160.7444307
507.2861115,119.9610343
507.4781325,152.7169433
507.6701534,151.6227391
507.8621744,112.8073697
508.0541954,111.3149924
508.2462164,161.5355325
508.4382374,195.4293398
508.6302584,148.5697068
508.8222794,93.33455449
509.0143004,188.8766542
509.2063213,119.0499936
509.3983423,108.3673916
509.5903633,82.02823242
509.7823843,112.0689305
509.9744053,100.9549584
510.1664263,125.5130523
510.3584473,153.4382113
510.5504682,107.8380526
510.7424892,110.0907067
510.9345102,127.4704751
511.1265312,119.0087609
511.3185522,131.780128
511.5105732,99.11404538
511.7025942,137.990962
511.8946152,56.25697657
512.0866361,106.7948435
512.2786571,148.3214759
512.4706781,130.792936
512.6626991,124.282754
512.8547201,149.9621937
513.0467411,173.5565236
513.2387621,90.9398579
513.430783,184.7358564
513.622804,126.2196582
513.814825,94.55819629
514.006846,77.53123185
514.198867,79.20475317
514.390888,110.712209
514.582909,123.6612348
514.77493,118.5569236
514.9669509,103.9564909
515.1589719,105.1406428
515.3509929,156.4295163
515.5430139,119.7829317
515.7350349,63.62257224
515.9270559,119.3661149
516.1190769,39.91342006
516.3110978,145.4483026
516.5031188,171.3463784
516.6951398,115.6511623
516.8871608,75.06117057
517.0791818,90.63687245
517.2712028,137.6823577
517.4632238,147.7841683
517.6552448,91.5592702
517.8472657,94.81418746
518.0392867,166.1994407
518.2313077,115.4521058
518.4233287,102.912162
518.6153497,133.4585811
518.8073707,157.0420457
518.9993917,163.031819
519.1914126,135.5916843
519.3834336,133.6997243
519.5754546,155.8121773
519.7674756,156.6822538
519.9594966,139.8987322
520.1515176,85.16596704
520.3435386,101.5730265
520.5355596,103.0079784
520.7275805,58.48611487
520.9196015,106.5614023
521.1116225,168.1420052
521.3036435,140.975791
521.4956645,96.54505407
521.6876855,109.2214731
521.8797065,128.0804114
522.0717274,114.6733204
522.2637484,122.0323797
522.4557694,139.7757288
522.6477904,92.15798451
522.8398114,112.1583851
523.0318324,127.3690325
523.2238534,119.1621534
523.4158744,87.79425594
523.6078953,59.53738242
523.7999163,70.75155885
523.9919373,93.70914239
524.1839583,132.4733905
524.3759793,126.2913528
524.5680003,87.19914485
524.7600213,125.7757411
524.9520422,60.84164585
525.1440632,124.1158948
525.3360842,139.4419984
525.5281052,102.3609431
525.7201262,122.1117328
525.9121472,97.30117917
526.1041682,97.03957226
526.2961892,120.1064755
526.4882101,129.5619653
526.6802311,69.34683547
526.8722521,39.57603285
527.0642731,113.4488044
527.2562941,93.85907473
527.4483151,116.6363907
527.6403361,113.4964287
527.832357,196.1792189
528.024378,74.4593046
528.216399,72.5806807
528.40842,121.541976
528.600441,152.0792359
528.792462,153.97434
528.984483,153.665203
529.176504,153.3351529
529.3685249,137.2886277
529.5605459,125.1033289
529.7525669,136.4932753
529.9445879,87.70035262
530.1366089,117.1519688
530.3286299,146.7450503
530.5206509,157.7159227
530.7126718,129.5816465
530.9046928,83.87537647
531.0967138,87.27561724
531.2887348,103.6201163
531.4807558,114.6667148
531.6727768,127.5494665
531.8647978,129.5209403
532.0568188,125.547378
532.2488397,139.838368
532.4408607,76.59492365
532.6328817,87.43012106
532.8249027,81.98334438
533.0169237,78.44888859
533.2089447,105.042477
533.4009657,74.53699683
533.5929866,126.2872608
533.7850076,140.1729464
533.9770286,115.301501
534.1690496,103.2792237
534.3610706,94.06006212
534.5530916,95.2303539
534.7451126,107.2055018
534.9371336,69.20935585
535.1291545,86.24047123
535.3211755,78.89169586
535.5131965,36.40393168
535.7052175,110.3109747
535.8972385,96.60624585
536.0892595,81.15379905
536.2812805,67.23324334
536.4733014,78.72311852
536.6653224,85.13123575
536.8573434,116.3312902
537.0493644,168.934553
537.2413854,98.98528533
537.4334064,132.3064638
537.6254274,84.5871262
537.8174484,167.4947028
538.0094693,110.5681784
538.2014903,83.89743091
538.3935113,106.7480147
538.5855323,142.3575851
538.7775533,153.2212359
538.9695743,142.6575743
539.1615953,90.73744797
539.3536162,59.94828123
539.5456372,96.75807537
539.7376582,121.8650687
539.9296792,158.1641701
540.1217002,191.778473
540.3137212,195.8782362
540.5057422,107.1313733
540.6977632,97.17040887
540.8897841,132.6056871
541.0818051,144.7061341
541.2738261,125.9005774
541.4658471,148.0453897
541.6578681,105.7531184
541.8498891,73.93996948
542.0419101,110.5242523
542.233931,130.9750399
542.425952,189.1541948
542.617973,170.3081931
542.809994,109.3252296
543.002015,160.0877164
543.194036,146.9410114
543.386057,156.151809
543.578078,146.8067025
543.7700989,122.9637119
543.9621199,152.1789368
544.1541409,158.1480284
544.3461619,87.84790824
544.5381829,44.50676737
544.7302039,82.04947187
544.9222249,111.2591989
545.1142458,106.0891443
545.3062668,91.73898065
545.4982878,147.6866469
545.6903088,89.67180008
545.8823298,75.31919847
546.0743508,123.3306156
546.2663718,125.9532408
546.4583928,73.89577576
546.6504137,40.41810603
546.8424347,109.3098181
547.0344557,146.3033394
547.2264767,105.0344571
547.4184977,117.8743176
547.6105187,179.4370614
547.8025397,142.5504152
547.9945606,100.3163901
548.1865816,90.98597403
548.3786026,150.8450231
548.5706236,171.4113396
548.7626446,55.88975955
548.9546656,102.4671252
549.1466866,70.39463143
549.3387075,92.16524833
549.5307285,104.9670386
549.7227495,84.51772016
549.9147705,49.58220858
550.1067915,49.23691727
550.2988125,82.1611724
550.4908335,38.95926151
550.6828545,15.56519465
550.8748754,109.5873303
551.0668964,86.64905911
551.2589174,94.8195227
551.4509384,50.88399735
551.6429594,82.73348115
551.8349804,74.63895784
552.0270014,96.45268823
552.2190223,109.8666316
552.4110433,87.64879954
552.6030643,79.29394465
552.7950853,97.97148519
552.9871063,114.3647113
553.1791273,134.3277366
553.3711483,147.7106965
553.5631693,121.6931682
553.7551902,85.41003942
553.9472112,37.33939613
554.1392322,102.7156723
554.3312532,153.6708155
554.5232742,99.73891171
554.7152952,93.05423568
554.9073162,84.51090549
555.0993371,120.7378209
555.2913581,161.9249744
555.4833791,116.6572263
555.6754001,50.67636036
555.8674211,72.73589523
556.0594421,93.12436691
556.2514631,48.13064889
556.4434841,133.9440584
556.635505,93.7383337
556.827526,50.80000646
557.019547,107.3561412
557.211568,66.16132949
557.403589,44.01671268
557.59561,79.74630775
557.787631,85.16332077
557.9796519,48.81487554
558.1716729,66.72454744
558.3636939,103.1884058
558.5557149,116.7420484
558.7477359,126.50619
558.9397569,86.09168152
559.1317779,89.38679543
559.3237989,90.07527249
559.5158198,146.8073517
559.7078408,78.61290014
559.8998618,57.17222126
560.0918828,145.1935448
560.2839038,102.1827213
560.4759248,136.0079627
560.6679458,68.14083918
560.8599667,19.60471607
561.0519877,51.74213959
561.2440087,90.50402956
561.4360297,111.5417533
561.6280507,158.4957096
561.8200717,182.8768092
562.0120927,72.69314735
562.2041137,78.66894333
562.3961346,84.98571129
562.5881556,106.6382786
562.7801766,86.76484272
562.9721976,85.25119955
563.1642186,27.66751617
563.3562396,26.63298176
563.5482606,81.62087257
563.7402815,87.69889532
563.9323025,89.4586155
564.1243235,95.40895799
564.3163445,50.54676719
564.5083655,24.06061025
564.7003865,78.88448488
564.8924075,91.11299286
565.0844285,109.0966796
565.2764494,83.58644284
565.4684704,134.648318
565.6604914,52.36220191
