cm-1,T_ref,A_ref,A_ref_norm
429.871343,0.42,0.37675070960209955,0.1227585174175101
430.871343,0.419,0.3777859770337047,0.12310472147058844
431.871343,0.418,0.37882371822496486,0.12345175277428123
432.22627,0.418,0.37882371822496486,0.12345175277428123
433.22627,0.418,0.37882371822496486,0.12345175277428123
434.22627,0.416,0.3809066693732573,0.12414831301358575
435.22627,0.416,0.3809066693732573,0.12414831301358575
436.22627,0.416,0.3809066693732573,0.12414831301358575
436.581197,0.415,0.3819519032879073,0.1244978499608707
437.581197,0.415,0.3819519032879073,0.1244978499608707
438.581197,0.414,0.3829996588791011,0.12484823018266941
439.581197,0.414,0.3829996588791011,0.12484823018266941
440.581197,0.412,0.3851027839668654,0.125551536794359
440.936124,0.412,0.3851027839668654,0.125551536794359
