Created as New Dataset,Sample 002 By Administrator Date Monday, October 27 2025
cm-1,%T
2680.00,100.92
2679.00,100.92
2678.00,100.92
2677.00,100.92
2676.00,100.92
2675.00,100.92
2674.00,100.92
2673.00,100.92
2672.00,100.92
2671.00,100.92
2670.00,100.92
2669.00,100.91
2668.00,100.92
2667.00,100.92
2666.00,100.91
2665.00,100.91
2664.00,100.91
2663.00,100.91
2662.00,100.91
2661.00,100.91
2660.00,100.91
2659.00,100.91
2658.00,100.91
2657.00,100.91
2656.00,100.91
2655.00,100.91
2654.00,100.91
2653.00,100.91
2652.00,100.91
2651.00,100.91
2650.00,100.91
2649.00,100.91
2648.00,100.91
2647.00,100.91
2646.00,100.91
2645.00,100.91
2644.00,100.91
2643.00,100.91
2642.00,100.91
2641.00,100.91
2640.00,100.91
2639.00,100.91
2638.00,100.91
2637.00,100.90
2636.00,100.91
2635.00,100.91
2634.00,100.91
2633.00,100.92
2632.00,100.92
2631.00,100.91
2630.00,100.91
2629.00,100.90
2628.00,100.90
2627.00,100.91
2626.00,100.91
2625.00,100.91
2624.00,100.91
2623.00,100.90
2622.00,100.90
2621.00,100.90
2620.00,100.90
2619.00,100.90
2618.00,100.90
2617.00,100.90
2616.00,100.90
2615.00,100.91
2614.00,100.91
2613.00,100.92
2612.00,100.92
2611.00,100.92
2610.00,100.91
2609.00,100.91
2608.00,100.91
2607.00,100.91
2606.00,100.91
2605.00,100.91
2604.00,100.91
2603.00,100.91
2602.00,100.90
2601.00,100.90
2600.00,100.90
2599.00,100.90
2598.00,100.90
2597.00,100.90
2596.00,100.90
2595.00,100.91
2594.00,100.90
2593.00,100.90
2592.00,100.90
2591.00,100.90
2590.00,100.90
2589.00,100.90
2588.00,100.91
2587.00,100.90
2586.00,100.90
2585.00,100.90
2584.00,100.90
2583.00,100.90
2582.00,100.90
2581.00,100.90
2580.00,100.91
2579.00,100.91
2578.00,100.91
2577.00,100.91
2576.00,100.91
2575.00,100.90
2574.00,100.90
2573.00,100.90
2572.00,100.90
2571.00,100.90
2570.00,100.90
2569.00,100.90
2568.00,100.90
2567.00,100.89
2566.00,100.89
2565.00,100.89
2564.00,100.89
2563.00,100.90
2562.00,100.90
2561.00,100.90
2560.00,100.90
2559.00,100.90
2558.00,100.90
2557.00,100.90
2556.00,100.90
2555.00,100.90
2554.00,100.90
2553.00,100.90
2552.00,100.90
2551.00,100.90
2550.00,100.90
2549.00,100.89
2548.00,100.90
2547.00,100.90
2546.00,100.89
2545.00,100.89
2544.00,100.89
2543.00,100.89
2542.00,100.89
2541.00,100.89
2540.00,100.89
2539.00,100.89
2538.00,100.88
2537.00,100.89
2536.00,100.89
2535.00,100.89
2534.00,100.89
2533.00,100.89
2532.00,100.89
2531.00,100.89
2530.00,100.89
2529.00,100.88
2528.00,100.88
2527.00,100.88
2526.00,100.88
2525.00,100.88
2524.00,100.89
2523.00,100.89
2522.00,100.89
2521.00,100.89
2520.00,100.89
2519.00,100.89
2518.00,100.89
2517.00,100.88
2516.00,100.88
2515.00,100.89
2514.00,100.89
2513.00,100.89
2512.00,100.89
2511.00,100.89
2510.00,100.88
2509.00,100.88
2508.00,100.89
2507.00,100.89
2506.00,100.89
2505.00,100.88
2504.00,100.88
2503.00,100.88
2502.00,100.87
2501.00,100.87
2500.00,100.88
2499.00,100.88
2498.00,100.88
2497.00,100.88
2496.00,100.89
2495.00,100.89
2494.00,100.88
2493.00,100.88
2492.00,100.88
2491.00,100.88
2490.00,100.87
2489.00,100.87
2488.00,100.87
2487.00,100.87
2486.00,100.87
2485.00,100.87
2484.00,100.88
2483.00,100.88
2482.00,100.88
2481.00,100.88
2480.00,100.88
2479.00,100.88
2478.00,100.87
2477.00,100.87
2476.00,100.87
2475.00,100.87
2474.00,100.87
2473.00,100.87
